# Table S2. List of the probable timing errors,,,,,,,,,,
# Station code,Pair ID,CC,dt residual (s),dt measurement (s),Correction for instrument change (s),Prediction from relative relocation (s),"""Timing quality"" of the earlier event","""Timing quality"" of the later event","""GSN timing"" of the earlier event","""GSN timing"" of the later event"
KZ.CHKZ,2007256_2008206,0.990,0.0697,-4.201,0,-4.2707,N/A,N/A,N/A,N/A
KZ.CHKZ,2007256_2008300,0.980,0.1120,-1.432,0,-1.5440,N/A,N/A,N/A,N/A
KZ.CHKZ,2007263_2011062,0.972,0.0780,1.818,0,1.7400,N/A,N/A,N/A,N/A
KZ.CHKZ,2008122_2011056,0.994,-0.1473,0.362,0,0.5093,N/A,N/A,N/A,N/A
KZ.CHKZ,2008129_2009240,0.999,0.1433,-1.685,0,-1.8283,N/A,N/A,N/A,N/A
KZ.CHKZ,2008129_2011080,0.993,-0.4553,-1.153,0,-0.6977,N/A,N/A,N/A,N/A
KZ.CHKZ,2009240_2010352,0.999,-0.1214,-0.461,0,-0.3396,N/A,N/A,N/A,N/A
KZ.KKAR,2002006_2011260,0.989,-0.0621,-4.039,0,-3.9770,N/A,N/A,N/A,N/A
KZ.KKAR,2002013_2008173,0.948,0.1570,-5.361,0,-5.5180,N/A,N/A,N/A,N/A
KZ.KKAR,2002040_2002161,0.993,0.1806,-2.139,0,-2.3196,N/A,N/A,N/A,N/A
KZ.KKAR,2002048_2007199,0.975,-0.0692,-0.976,0,-0.9068,N/A,N/A,N/A,N/A
KZ.KKAR,2002052_2007348,0.922,-0.1791,-1.658,0,-1.4789,N/A,N/A,N/A,N/A
KZ.KKAR,2002101_2011122,0.993,-0.0700,-2.291,0,-2.2210,N/A,N/A,N/A,N/A
KZ.KKAR,2002101_2011354,0.993,0.1034,-4.421,0,-4.5244,N/A,N/A,N/A,N/A
KZ.KKAR,2002101_2014016,0.991,0.1539,-2.834,0,-2.9879,N/A,N/A,N/A,N/A
KZ.KKAR,2002116_2009005,0.975,-0.2238,-3.234,0,-3.0102,N/A,N/A,N/A,N/A
KZ.KKAR,2002129_2011053,0.961,0.1832,0.746,0,0.5628,N/A,N/A,N/A,N/A
KZ.KKAR,2002155_2014260,0.940,0.1887,-0.387,0,-0.5757,N/A,N/A,N/A,N/A
KZ.KKAR,2002275_2013284,0.980,0.1420,-2.116,0,-2.2580,N/A,N/A,N/A,N/A
KZ.KKAR,2002276_2010316,0.995,0.1749,-1.498,0,-1.6729,N/A,N/A,N/A,N/A
KZ.KKAR,2003137_2011141,0.981,0.1498,0.040,0,-0.1098,N/A,N/A,N/A,N/A
KZ.KKAR,2003137_2017050,0.982,0.0739,-1.609,0,-1.6829,N/A,N/A,N/A,N/A
KZ.KKAR,2003149_2017154,0.985,-0.0430,-1.556,0,-1.5130,N/A,N/A,N/A,N/A
KZ.KKAR,2003183_2008055,0.966,-0.0301,2.190,0,2.2201,N/A,N/A,N/A,N/A
KZ.KKAR,2003185_2008053,0.913,-0.1424,-2.364,0,-2.2216,N/A,N/A,N/A,N/A
KZ.KKAR,2003185_2013170,0.923,-0.0647,-2.602,0,-2.5373,N/A,N/A,N/A,N/A
KZ.KKAR,2003185_2017186,0.937,-0.2429,-2.358,0,-2.1151,N/A,N/A,N/A,N/A
KZ.KKAR,2003268_2004086,0.977,0.0549,1.414,0,1.3591,N/A,N/A,N/A,N/A
KZ.KKAR,2003284_2009066,0.980,0.0872,-1.604,0,-1.6912,N/A,N/A,N/A,N/A
KZ.KKAR,2004032_2012281,0.979,-0.0624,4.240,0,4.3024,N/A,N/A,N/A,N/A
KZ.KKAR,2004076_2015183,0.968,-0.1763,-2.136,0,-1.9597,N/A,N/A,N/A,N/A
KZ.KKAR,2004080_2012114,0.962,-0.1109,-1.738,0,-1.6271,N/A,N/A,N/A,N/A
KZ.KKAR,2004133_2014275,0.974,0.1726,0.894,0,0.7214,N/A,N/A,N/A,N/A
KZ.KKAR,2004140_2013027,0.993,0.2230,0.277,0,0.0540,N/A,N/A,N/A,N/A
KZ.KKAR,2004143_2009192,0.901,-0.0630,-0.202,0,-0.1390,N/A,N/A,N/A,N/A
KZ.KKAR,2004143_2012169,0.911,-0.1209,3.235,0,3.3559,N/A,N/A,N/A,N/A
KZ.KKAR,2004251_2011019,0.983,0.0719,3.218,0,3.1461,N/A,N/A,N/A,N/A
KZ.KKAR,2004252_2012324,0.987,-0.0928,0.974,0,1.0668,N/A,N/A,N/A,N/A
KZ.KKAR,2004254_2010014,0.997,-0.1487,-0.888,0,-0.7393,N/A,N/A,N/A,N/A
KZ.KKAR,2005116_2005225,0.986,0.0665,-1.263,0,-1.3295,N/A,N/A,N/A,N/A
KZ.KKAR,2005129_2006343,0.993,-0.0738,-0.314,0,-0.2402,N/A,N/A,N/A,N/A
KZ.KKAR,2005129_2010272,0.997,-0.0989,-2.899,0,-2.8001,N/A,N/A,N/A,N/A
KZ.KKAR,2005183_2008218,0.987,-0.0696,0.014,0,0.0836,N/A,N/A,N/A,N/A
KZ.KKAR,2005183_2015163,0.985,-0.1694,-2.294,0,-2.1246,N/A,N/A,N/A,N/A
KZ.KKAR,2005204_2006259,0.998,0.0516,-0.309,0,-0.3606,N/A,N/A,N/A,N/A
KZ.KKAR,2005225_2011051,0.996,-0.0758,-1.242,0,-1.1662,N/A,N/A,N/A,N/A
KZ.KKAR,2005244_2006343,0.976,-0.0756,-0.480,0,-0.4044,N/A,N/A,N/A,N/A
KZ.KKAR,2005244_2010272,0.947,-0.0955,-3.066,0,-2.9705,N/A,N/A,N/A,N/A
KZ.KKAR,2005289_2016199,0.990,0.0357,-0.404,0,-0.4397,N/A,N/A,N/A,N/A
KZ.KKAR,2005316_2009206,0.997,-0.1774,-1.271,0,-1.0936,N/A,N/A,N/A,N/A
KZ.KKAR,2006057_2008005,0.982,-0.1230,-2.702,0,-2.5790,N/A,N/A,N/A,N/A
KZ.KKAR,2006075_2008065,0.968,-0.1440,-0.687,0,-0.5430,N/A,N/A,N/A,N/A
KZ.KKAR,2006109_2017186,0.954,-0.1500,-4.030,0,-3.8800,N/A,N/A,N/A,N/A
KZ.KKAR,2006137_2010204,0.944,-0.1338,0.122,0,0.2558,N/A,N/A,N/A,N/A
KZ.KKAR,2006198_2014256,0.925,0.2123,4.661,0,4.4487,N/A,N/A,N/A,N/A
KZ.KKAR,2006214_2013119,0.963,0.1923,-0.381,0,-0.5733,N/A,N/A,N/A,N/A
KZ.KKAR,2006214_2015128,0.978,0.1566,0.365,0,0.2084,N/A,N/A,N/A,N/A
KZ.KKAR,2006225_2007175,0.992,-0.0483,0.094,0,0.1423,N/A,N/A,N/A,N/A
KZ.KKAR,2006225_2009240,0.998,-0.0750,-2.610,0,-2.5350,N/A,N/A,N/A,N/A
KZ.KKAR,2006225_2010352,0.995,-0.1459,-3.024,0,-2.8781,N/A,N/A,N/A,N/A
KZ.KKAR,2006225_2014216,0.991,0.0850,-2.968,0,-3.0530,N/A,N/A,N/A,N/A
KZ.KKAR,2006225_2016353,0.994,-0.1120,-2.463,0,-2.3510,N/A,N/A,N/A,N/A
KZ.KKAR,2006259_2010273,0.998,-0.0779,-0.380,0,-0.3021,N/A,N/A,N/A,N/A
KZ.KKAR,2006312_2008231,0.981,0.0742,0.016,0,-0.0582,N/A,N/A,N/A,N/A
KZ.KKAR,2006325_2013039,0.984,0.0817,-6.797,0,-6.8787,N/A,N/A,N/A,N/A
KZ.KKAR,2006343_2012232,0.996,0.0772,-1.208,0,-1.2852,N/A,N/A,N/A,N/A
KZ.KKAR,2006343_2015189,0.992,0.0784,-1.332,0,-1.4104,N/A,N/A,N/A,N/A
KZ.KKAR,2007063_2012317,0.912,-0.1327,5.230,0,5.3627,N/A,N/A,N/A,N/A
KZ.KKAR,2007110_2011125,0.966,0.0462,-6.247,0,-6.2932,N/A,N/A,N/A,N/A
KZ.KKAR,2007110_2016270,0.995,0.1754,-0.217,0,-0.3924,N/A,N/A,N/A,N/A
KZ.KKAR,2007115_2010025,0.975,0.0721,-4.975,0,-5.0471,N/A,N/A,N/A,N/A
KZ.KKAR,2007175_2010352,0.998,-0.0988,-3.118,0,-3.0192,N/A,N/A,N/A,N/A
KZ.KKAR,2007175_2016353,0.986,-0.0589,-2.557,0,-2.4981,N/A,N/A,N/A,N/A
KZ.KKAR,2007199_2012211,0.963,-0.0522,-3.781,0,-3.7288,N/A,N/A,N/A,N/A
KZ.KKAR,2007220_2013064,0.992,-0.0743,-0.604,0,-0.5297,N/A,N/A,N/A,N/A
KZ.KKAR,2007255_2007335,0.907,-0.1340,0.054,0,0.1880,N/A,N/A,N/A,N/A
KZ.KKAR,2007256_2008206,0.961,-0.0749,-4.346,0,-4.2712,N/A,N/A,N/A,N/A
KZ.KKAR,2007256_2008300,0.935,-0.0698,-1.614,0,-1.5442,N/A,N/A,N/A,N/A
KZ.KKAR,2007257_2008091,0.981,-0.1223,-1.822,0,-1.6997,N/A,N/A,N/A,N/A
KZ.KKAR,2007265_2014260,0.954,0.0633,1.633,0,1.5697,N/A,N/A,N/A,N/A
KZ.KKAR,2007326_2013010,0.988,0.2520,1.885,0,1.6330,N/A,N/A,N/A,N/A
KZ.KKAR,2007330_2014168,0.986,0.0534,-0.108,0,-0.1614,N/A,N/A,N/A,N/A
KZ.KKAR,2007331_2013162,0.995,0.1515,0.473,0,0.3215,N/A,N/A,N/A,N/A
KZ.KKAR,2008005_2012157,0.992,0.1215,0.267,0,0.1455,N/A,N/A,N/A,N/A
KZ.KKAR,2008006_2013234,0.952,-0.1612,-4.334,0,-4.1728,N/A,N/A,N/A,N/A
KZ.KKAR,2008053_2013170,0.937,0.0732,-0.240,0,-0.3132,N/A,N/A,N/A,N/A
KZ.KKAR,2008053_2017186,0.917,-0.1010,0.008,0,0.1090,N/A,N/A,N/A,N/A
KZ.KKAR,2008065_2010272,0.994,0.0517,0.415,0,0.3633,N/A,N/A,N/A,N/A
KZ.KKAR,2008065_2012232,0.997,0.1520,1.790,0,1.6380,N/A,N/A,N/A,N/A
KZ.KKAR,2008067_2016209,0.988,0.0479,0.050,0,0.0021,N/A,N/A,N/A,N/A
KZ.KKAR,2008076_2010031,0.990,0.1978,-1.473,0,-1.6708,N/A,N/A,N/A,N/A
KZ.KKAR,2008122_2011056,0.975,-0.5978,-0.088,0,0.5098,N/A,N/A,N/A,N/A
KZ.KKAR,2008129_2009240,0.997,-0.0533,-1.880,0,-1.8267,N/A,N/A,N/A,N/A
KZ.KKAR,2008129_2010352,0.997,-0.1249,-2.294,0,-2.1691,N/A,N/A,N/A,N/A
KZ.KKAR,2008129_2016353,0.988,-0.0916,-1.733,0,-1.6414,N/A,N/A,N/A,N/A
KZ.KKAR,2008152_2011122,0.992,-0.1000,-0.669,0,-0.5690,N/A,N/A,N/A,N/A
KZ.KKAR,2008152_2011354,0.986,0.0727,-2.799,0,-2.8717,N/A,N/A,N/A,N/A
KZ.KKAR,2008152_2014016,0.999,0.1268,-1.213,0,-1.3398,N/A,N/A,N/A,N/A
KZ.KKAR,2008176_2011170,0.953,0.1807,-0.637,0,-0.8177,N/A,N/A,N/A,N/A
KZ.KKAR,2008218_2012331,0.988,0.0761,-1.908,0,-1.9842,N/A,N/A,N/A,N/A
KZ.KKAR,2008218_2015163,0.989,-0.0933,-2.309,0,-2.2157,N/A,N/A,N/A,N/A
KZ.KKAR,2008231_2017126,0.984,-0.2191,0.221,0,0.4401,N/A,N/A,N/A,N/A
KZ.KKAR,2008235_2015218,0.992,-0.3672,-0.941,0,-0.5738,N/A,N/A,N/A,N/A
KZ.KKAR,2009054_2016245,0.985,-0.1978,-1.060,0,-0.8622,N/A,N/A,N/A,N/A
KZ.KKAR,2009192_2012169,0.972,-0.0524,3.442,0,3.4944,N/A,N/A,N/A,N/A
KZ.KKAR,2009206_2012223,0.996,0.1507,4.096,0,3.9453,N/A,N/A,N/A,N/A
KZ.KKAR,2009240_2010352,0.998,-0.0737,-0.414,0,-0.3403,N/A,N/A,N/A,N/A
KZ.KKAR,2009240_2016353,0.993,-0.0424,0.147,0,0.1894,N/A,N/A,N/A,N/A
KZ.KKAR,2009336_2017171,0.920,0.6734,0.514,0,-0.1594,N/A,N/A,N/A,N/A
KZ.KKAR,2009342_2014136,0.947,-0.2287,1.625,0,1.8537,N/A,N/A,N/A,N/A
KZ.KKAR,2010070_2011206,0.964,0.1319,0.969,0,0.8371,N/A,N/A,N/A,N/A
KZ.KKAR,2010078_2015198,0.961,-0.0380,-2.831,0,-2.7930,N/A,N/A,N/A,N/A
KZ.KKAR,2010272_2012232,0.993,0.1004,1.376,0,1.2757,N/A,N/A,N/A,N/A
KZ.KKAR,2010273_2015203,0.995,0.0509,3.368,0,3.3171,N/A,N/A,N/A,N/A
KZ.KKAR,2010352_2014216,0.981,0.2268,0.057,0,-0.1698,N/A,N/A,N/A,N/A
KZ.KKAR,2011059_2017127,0.980,0.1880,1.034,0,0.8460,N/A,N/A,N/A,N/A
KZ.KKAR,2011119_2011205,0.982,0.0760,0.247,0,0.1710,N/A,N/A,N/A,N/A
KZ.KKAR,2011122_2011354,0.998,0.1718,-2.129,0,-2.3009,N/A,N/A,N/A,N/A
KZ.KKAR,2011122_2014016,0.994,0.2277,-0.543,0,-0.7707,N/A,N/A,N/A,N/A
KZ.KKAR,2011141_2017050,0.981,-0.0744,-1.650,0,-1.5756,N/A,N/A,N/A,N/A
KZ.KKAR,2011354_2014016,0.988,0.0539,1.586,0,1.5321,N/A,N/A,N/A,N/A
KZ.KKAR,2012023_2014039,0.988,0.1036,1.672,0,1.5684,N/A,N/A,N/A,N/A
KZ.KKAR,2012023_2015135,0.993,0.1026,3.575,0,3.4724,N/A,N/A,N/A,N/A
KZ.KKAR,2012141_2015162,0.945,0.0601,0.013,0,-0.0471,N/A,N/A,N/A,N/A
KZ.KKAR,2012319_2016348,0.901,0.0571,3.192,0,3.1349,N/A,N/A,N/A,N/A
KZ.KKAR,2012331_2015163,0.976,-0.1818,-0.402,0,-0.2202,N/A,N/A,N/A,N/A
KZ.KKAR,2013010_2014038,0.998,-0.1721,-0.390,0,-0.2179,N/A,N/A,N/A,N/A
KZ.KKAR,2013170_2017186,0.955,-0.1708,0.250,0,0.4208,N/A,N/A,N/A,N/A
KZ.KNDC,2006225_2007175,0.950,-0.0594,0.083,0,0.1424,N/A,N/A,N/A,N/A
KZ.KNDC,2006225_2016353,0.980,-0.1726,-2.523,0,-2.3504,N/A,N/A,N/A,N/A
KZ.KNDC,2006259_2010273,0.966,0.0337,-0.269,0,-0.3027,N/A,N/A,N/A,N/A
KZ.KNDC,2007175_2008129,0.908,0.0721,-0.776,0,-0.8481,N/A,N/A,N/A,N/A
KZ.KNDC,2007175_2009240,0.944,0.0746,-2.604,0,-2.6786,N/A,N/A,N/A,N/A
KZ.KNDC,2007175_2010352,0.957,0.0745,-2.944,0,-3.0185,N/A,N/A,N/A,N/A
KZ.KNDC,2007175_2016353,0.947,-0.1062,-2.604,0,-2.4978,N/A,N/A,N/A,N/A
KZ.KNDC,2008005_2012157,0.989,-0.0772,0.068,0,0.1452,N/A,N/A,N/A,N/A
KZ.KNDC,2008019_2011238,0.979,0.0524,0.178,0,0.1256,N/A,N/A,N/A,N/A
KZ.KNDC,2008065_2012232,0.936,0.0325,1.671,0,1.6385,N/A,N/A,N/A,N/A
KZ.KNDC,2008067_2016209,0.940,-0.1069,-0.105,0,0.0019,N/A,N/A,N/A,N/A
KZ.KNDC,2008129_2011080,0.938,0.0391,-0.659,0,-0.6981,N/A,N/A,N/A,N/A
KZ.KNDC,2008129_2016353,0.922,-0.1891,-1.831,0,-1.6419,N/A,N/A,N/A,N/A
KZ.KNDC,2009054_2016245,0.982,-0.1493,-1.012,0,-0.8627,N/A,N/A,N/A,N/A
KZ.KNDC,2009206_2012223,0.966,0.0539,3.999,0,3.9451,N/A,N/A,N/A,N/A
KZ.KNDC,2009240_2016353,0.976,-0.1880,0.002,0,0.1900,N/A,N/A,N/A,N/A
KZ.KNDC,2009247_2017312,0.957,-0.3014,1.624,0,1.9254,N/A,N/A,N/A,N/A
KZ.KNDC,2010272_2012232,0.905,0.0372,1.313,0,1.2758,N/A,N/A,N/A,N/A
KZ.KNDC,2010273_2015203,0.933,-0.0382,3.279,0,3.3172,N/A,N/A,N/A,N/A
KZ.KNDC,2010352_2016353,0.982,-0.2178,0.339,0,0.5568,N/A,N/A,N/A,N/A
KZ.KNDC,2012141_2015162,0.910,0.0570,0.010,0,-0.0470,N/A,N/A,N/A,N/A
KZ.KUR01,2007110_2016270,0.991,0.1761,-0.215,0,-0.3911,N/A,N/A,N/A,N/A
KZ.KUR01,2007115_2010025,0.979,0.0708,-4.976,0,-5.0468,N/A,N/A,N/A,N/A
KZ.KUR01,2007175_2010352,0.998,-0.0990,-3.117,0,-3.0181,N/A,N/A,N/A,N/A
KZ.KUR01,2007175_2016353,0.987,-0.0610,-2.557,0,-2.4960,N/A,N/A,N/A,N/A
KZ.KUR01,2007199_2012211,0.913,0.0788,-3.648,0,-3.7268,N/A,N/A,N/A,N/A
KZ.KUR01,2007220_2013064,0.987,-0.0803,-0.609,0,-0.5287,N/A,N/A,N/A,N/A
KZ.KUR01,2007255_2007335,0.970,-0.1664,0.027,0,0.1934,N/A,N/A,N/A,N/A
KZ.KUR01,2007257_2008091,0.979,-0.1199,-1.819,0,-1.6991,N/A,N/A,N/A,N/A
KZ.KUR01,2007265_2014260,0.939,-0.1935,1.378,0,1.5715,N/A,N/A,N/A,N/A
KZ.KUR01,2007326_2013010,0.986,0.0349,1.667,0,1.6321,N/A,N/A,N/A,N/A
KZ.KUR01,2007331_2013162,0.993,0.1020,0.423,0,0.3210,N/A,N/A,N/A,N/A
KZ.KUR01,2007341_2012108,0.948,0.0699,1.778,0,1.7081,N/A,N/A,N/A,N/A
KZ.KUR01,2007358_2011062a,0.981,0.1479,1.359,0,1.2111,N/A,N/A,N/A,N/A
KZ.KUR01,2008019_2011238,0.979,0.1191,0.241,0,0.1219,N/A,N/A,N/A,N/A
KZ.KUR01,2008065_2010272,0.995,0.0788,0.443,0,0.3642,N/A,N/A,N/A,N/A
KZ.KUR01,2008065_2012232,0.997,0.1779,1.817,0,1.6391,N/A,N/A,N/A,N/A
KZ.KUR01,2008067_2016209,0.984,0.1755,0.176,0,0.0005,N/A,N/A,N/A,N/A
KZ.KUR01,2008076_2010031,0.996,0.1958,-1.475,0,-1.6708,N/A,N/A,N/A,N/A
KZ.KUR01,2008124_2013044,0.994,-0.0701,-0.777,0,-0.7069,N/A,N/A,N/A,N/A
KZ.KUR01,2008129_2010352,0.999,-0.1233,-2.293,0,-2.1697,N/A,N/A,N/A,N/A
KZ.KUR01,2008129_2011080,0.977,0.2297,-0.468,0,-0.6977,N/A,N/A,N/A,N/A
KZ.KUR01,2008129_2016353,0.991,-0.0914,-1.733,0,-1.6416,N/A,N/A,N/A,N/A
KZ.KUR01,2008152_2011354,0.983,0.0961,-2.776,0,-2.8721,N/A,N/A,N/A,N/A
KZ.KUR01,2008152_2014016,0.999,0.1259,-1.214,0,-1.3399,N/A,N/A,N/A,N/A
KZ.KUR01,2008218_2012331,0.983,-0.2294,-2.217,0,-1.9876,N/A,N/A,N/A,N/A
KZ.KUR01,2008218_2015163,0.987,-0.1404,-2.362,0,-2.2216,N/A,N/A,N/A,N/A
KZ.KUR01,2009054_2016245,0.991,-0.2286,-1.091,0,-0.8624,N/A,N/A,N/A,N/A
KZ.KUR01,2009192_2012169,0.911,-0.0444,3.450,0,3.4944,N/A,N/A,N/A,N/A
KZ.KUR01,2009206_2012223,0.995,0.1504,4.096,0,3.9456,N/A,N/A,N/A,N/A
KZ.KUR01,2010064_2010109,0.928,0.0840,1.314,0,1.2300,N/A,N/A,N/A,N/A
KZ.KUR01,2010194_2013323,0.942,0.1234,3.901,0,3.7776,N/A,N/A,N/A,N/A
KZ.KUR01,2010272_2012232,0.994,0.0992,1.375,0,1.2758,N/A,N/A,N/A,N/A
KZ.KUR01,2010273_2015203,0.995,0.0733,3.391,0,3.3177,N/A,N/A,N/A,N/A
KZ.KUR01,2011059_2017127,0.963,0.1357,0.982,0,0.8463,N/A,N/A,N/A,N/A
KZ.KUR01,2011141_2017050,0.985,0.1601,-1.414,0,-1.5741,N/A,N/A,N/A,N/A
KZ.KUR01,2011326_2014043,0.920,-0.0581,-0.903,0,-0.8449,N/A,N/A,N/A,N/A
KZ.KUR01,2011354_2014016,0.985,0.0302,1.561,0,1.5309,N/A,N/A,N/A,N/A
KZ.KUR01,2012141_2015162,0.965,0.0637,0.016,0,-0.0477,N/A,N/A,N/A,N/A
KZ.KUR01,2012326_2013329,0.977,0.0436,-1.518,0,-1.5616,N/A,N/A,N/A,N/A
KZ.KUR01,2012331_2015163,0.986,0.0747,-0.149,0,-0.2237,N/A,N/A,N/A,N/A
KZ.KUR01,2013010_2014038,0.997,-0.0483,-0.267,0,-0.2187,N/A,N/A,N/A,N/A
KZ.KUR02,2007110_2016270,0.992,0.1761,-0.215,0,-0.3911,N/A,N/A,N/A,N/A
KZ.KUR02,2007115_2010025,0.985,0.0718,-4.975,0,-5.0468,N/A,N/A,N/A,N/A
KZ.KUR02,2007175_2010352,0.998,-0.1000,-3.118,0,-3.0181,N/A,N/A,N/A,N/A
KZ.KUR02,2007175_2016353,0.991,-0.0620,-2.558,0,-2.4960,N/A,N/A,N/A,N/A
KZ.KUR02,2007199_2012211,0.957,0.0758,-3.651,0,-3.7268,N/A,N/A,N/A,N/A
KZ.KUR02,2007220_2013064,0.988,-0.0793,-0.608,0,-0.5287,N/A,N/A,N/A,N/A
KZ.KUR02,2007255_2007335,0.978,-0.1724,0.021,0,0.1934,N/A,N/A,N/A,N/A
KZ.KUR02,2007257_2008091,0.989,-0.1229,-1.822,0,-1.6991,N/A,N/A,N/A,N/A
KZ.KUR02,2007263_2007358a,0.963,-0.1749,0.365,0,0.5399,N/A,N/A,N/A,N/A
KZ.KUR02,2007265_2014260,0.965,-0.1855,1.386,0,1.5715,N/A,N/A,N/A,N/A
KZ.KUR02,2007330_2014168,0.990,-0.0530,-0.210,0,-0.1570,N/A,N/A,N/A,N/A
KZ.KUR02,2007331_2013162,0.996,0.1500,0.471,0,0.3210,N/A,N/A,N/A,N/A
KZ.KUR02,2007341_2012108,0.991,0.0759,1.784,0,1.7081,N/A,N/A,N/A,N/A
KZ.KUR02,2007358_2011062a,0.989,0.1509,1.362,0,1.2111,N/A,N/A,N/A,N/A
KZ.KUR02,2008019_2011238,0.987,0.1201,0.242,0,0.1219,N/A,N/A,N/A,N/A
KZ.KUR02,2008065_2010272,0.997,0.0768,0.441,0,0.3642,N/A,N/A,N/A,N/A
KZ.KUR02,2008065_2012232,0.996,0.1739,1.813,0,1.6391,N/A,N/A,N/A,N/A
KZ.KUR02,2008067_2016209,0.992,0.1775,0.178,0,0.0005,N/A,N/A,N/A,N/A
KZ.KUR02,2008076_2010031,0.997,0.1998,-1.471,0,-1.6708,N/A,N/A,N/A,N/A
KZ.KUR02,2008122_2011056,0.978,0.0520,0.561,0,0.5090,N/A,N/A,N/A,N/A
KZ.KUR02,2008124_2013044,0.995,-0.0711,-0.778,0,-0.7069,N/A,N/A,N/A,N/A
KZ.KUR02,2008129_2010352,0.999,-0.1263,-2.296,0,-2.1697,N/A,N/A,N/A,N/A
KZ.KUR02,2008129_2011080,0.983,0.2297,-0.468,0,-0.6977,N/A,N/A,N/A,N/A
KZ.KUR02,2008129_2016353,0.994,-0.0934,-1.735,0,-1.6416,N/A,N/A,N/A,N/A
KZ.KUR02,2008152_2011354,0.992,0.1001,-2.772,0,-2.8721,N/A,N/A,N/A,N/A
KZ.KUR02,2008152_2014016,1.000,0.1279,-1.212,0,-1.3399,N/A,N/A,N/A,N/A
KZ.KUR02,2008218_2012331,0.986,-0.2344,-2.222,0,-1.9876,N/A,N/A,N/A,N/A
KZ.KUR02,2008218_2015163,0.994,-0.1424,-2.364,0,-2.2216,N/A,N/A,N/A,N/A
KZ.KUR02,2009054_2016245,0.994,-0.2306,-1.093,0,-0.8624,N/A,N/A,N/A,N/A
KZ.KUR02,2009206_2012223,0.996,0.1524,4.098,0,3.9456,N/A,N/A,N/A,N/A
KZ.KUR02,2009342_2014136,0.904,-0.2360,1.618,0,1.8540,N/A,N/A,N/A,N/A
KZ.KUR02,2010064_2010109,0.905,0.0720,1.302,0,1.2300,N/A,N/A,N/A,N/A
KZ.KUR02,2010194_2013323,0.971,0.1224,3.900,0,3.7776,N/A,N/A,N/A,N/A
KZ.KUR02,2010272_2012232,0.995,0.0972,1.373,0,1.2758,N/A,N/A,N/A,N/A
KZ.KUR02,2010273_2015203,0.996,0.0513,3.369,0,3.3177,N/A,N/A,N/A,N/A
KZ.KUR02,2010357_2013119,0.943,-0.1052,-1.170,0,-1.0648,N/A,N/A,N/A,N/A
KZ.KUR02,2011059_2017127,0.978,0.1377,0.984,0,0.8463,N/A,N/A,N/A,N/A
KZ.KUR02,2011141_2017050,0.992,0.1651,-1.409,0,-1.5741,N/A,N/A,N/A,N/A
KZ.KUR02,2012141_2015162,0.975,0.0567,0.009,0,-0.0477,N/A,N/A,N/A,N/A
KZ.KUR02,2012326_2013329,0.987,0.0386,-1.523,0,-1.5616,N/A,N/A,N/A,N/A
KZ.KUR02,2012331_2015163,0.984,0.0817,-0.142,0,-0.2237,N/A,N/A,N/A,N/A
KZ.KUR02,2013010_2014038,0.998,-0.1493,-0.368,0,-0.2187,N/A,N/A,N/A,N/A
KZ.KUR03,2007110_2016270,0.992,0.1751,-0.216,0,-0.3911,N/A,N/A,N/A,N/A
KZ.KUR03,2007115_2010025,0.964,0.0788,-4.968,0,-5.0468,N/A,N/A,N/A,N/A
KZ.KUR03,2007175_2010352,0.996,-0.0980,-3.116,0,-3.0181,N/A,N/A,N/A,N/A
KZ.KUR03,2007175_2016353,0.992,-0.0610,-2.557,0,-2.4960,N/A,N/A,N/A,N/A
KZ.KUR03,2007199_2012211,0.985,0.0718,-3.655,0,-3.7268,N/A,N/A,N/A,N/A
KZ.KUR03,2007220_2013064,0.991,-0.0803,-0.609,0,-0.5287,N/A,N/A,N/A,N/A
KZ.KUR03,2007255_2007335,0.973,-0.1704,0.023,0,0.1934,N/A,N/A,N/A,N/A
KZ.KUR03,2007257_2008091,0.991,-0.1249,-1.824,0,-1.6991,N/A,N/A,N/A,N/A
KZ.KUR03,2007263_2007358a,0.980,-0.1709,0.369,0,0.5399,N/A,N/A,N/A,N/A
KZ.KUR03,2007265_2014260,0.975,-0.1795,1.392,0,1.5715,N/A,N/A,N/A,N/A
KZ.KUR03,2007326_2013010,0.989,0.0329,1.665,0,1.6321,N/A,N/A,N/A,N/A
KZ.KUR03,2007330_2014168,0.989,-0.0530,-0.210,0,-0.1570,N/A,N/A,N/A,N/A
KZ.KUR03,2007331_2013162,0.998,0.1500,0.471,0,0.3210,N/A,N/A,N/A,N/A
KZ.KUR03,2007341_2012108,0.996,0.0739,1.782,0,1.7081,N/A,N/A,N/A,N/A
KZ.KUR03,2007358_2011062a,0.994,0.1569,1.368,0,1.2111,N/A,N/A,N/A,N/A
KZ.KUR03,2008019_2011238,0.981,0.1201,0.242,0,0.1219,N/A,N/A,N/A,N/A
KZ.KUR03,2008065_2010272,0.997,0.0748,0.439,0,0.3642,N/A,N/A,N/A,N/A
KZ.KUR03,2008065_2012232,0.997,0.1739,1.813,0,1.6391,N/A,N/A,N/A,N/A
KZ.KUR03,2008067_2016209,0.990,0.1765,0.177,0,0.0005,N/A,N/A,N/A,N/A
KZ.KUR03,2008076_2010031,0.998,0.2028,-1.468,0,-1.6708,N/A,N/A,N/A,N/A
KZ.KUR03,2008124_2013044,0.996,-0.0731,-0.780,0,-0.7069,N/A,N/A,N/A,N/A
